is_clean,product_name,brand_name,size,loves_count,number_of_reviews,rating,secondary_category,tertiary_category,ingredients,ingredient_description,limited_edition,online_only,sephora_exclusive,list_price
0,Major Skin Crème Foundation and Finishing Powder Duo,PATRICK TA,0.32,61828,1165,4.3339,Face,Foundation,"powder, talc, silica, mica, lauroyl lysine, zinc stearate, nylon12, kaolin, octyldodecyl stearoyl stearate, dimethicone, polymethylsilsesquioxane, polysilicone11, isononyl isononanoate, magnesium myristate, magnesium ascorbyl phosphate, anthemis nobilis flower water, tocopheryl acetate, sodium benzoate, potassium sorbate, caprylyl glycol, phenoxyethanol, citric acid, hexylene glycol, laureth12, triethoxycaprylylsilane may containpeut contenir ci 77891 titanium dioxide, ci 77491ci 77492ci 77499 iron oxides, creme, phenyl trimethicone, ppg3 benzyl ether myristate, ethylhexyl isononanoate, divinyldimethiconedimethiconephenylsilsesquioxane crosspolymer, polyethylene, pentaerythrityl tetraisostearate, bisstearyl dimethicone, isononyl isononanoate, butyl acrylatehydroxypropyl dimethicone acrylate copolymer, nylon12, ethylhexyl palmitate, isopropyl myristate, lecithin, polyhydroxystearic acid, polyglyceryl10 polyricinoleate, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, isostearic acid may containpeut contenir ci 77891 titanium dioxide, ci 77491ci 77492ci 77499 iron oxides",",Powder ,,Talc, Silica, Mica, Lauroyl Lysine, Zinc Stearate, Nylon12, Kaolin, Octyldodecyl Stearoyl Stearate, Dimethicone, Polymethylsilsesquioxane, Polysilicone11, Isononyl Isononanoate, Magnesium Myristate, Magnesium Ascorbyl Phosphate, Anthemis Nobilis Flower Water, Tocopheryl Acetate, Sodium Benzoate, Potassium Sorbate, Caprylyl Glycol, Phenoxyethanol, Citric Acid, Hexylene Glycol, Laureth12, Triethoxycaprylylsilane MAY CONTAIN/PEUT CONTENIR (+/)  CI 77891 (Titanium Dioxide), CI 77491/CI 77492/CI 77499 (Iron Oxides),,,Creme ,,Phenyl Trimethicone, PPG3 Benzyl Ether Myristate, Ethylhexyl Isononanoate, Divinyldimethicone/Dimethicone/Phenylsilsesquioxane Crosspolymer, Polyethylene, Pentaerythrityl Tetraisostearate, BisStearyl Dimethicone, Isononyl Isononanoate, Butyl Acrylate/Hydroxypropyl Dimethicone Acrylate Copolymer, Nylon12, Ethylhexyl Palmitate, Isopropyl Myristate, Lecithin, Polyhydroxystearic Acid, Polyglyceryl10 Polyricinoleate, Pentaerythrityl Tetraditbutyl Hydroxyhydrocinnamate, Isostearic Acid MAY CONTAIN/PEUT CONTENIR (+/)  CI 77891 (Titanium Dioxide), CI 77491/CI 77492/CI 77499 (Iron Oxides)",0,0,1,52.0
0,Major Glow Lip Shine,PATRICK TA,0.23,59552,514,4.6128,Lip,Lip Gloss,"polybutene, isostearyl isostearate, hydrogenated polyisobutene, polyglyceryl2 tetraisostearate, hydrogenated styrenemethyl styreneindene copolymer, synthetic beeswax, capryliccapric triglyceride, calcium sodium borosilicate, mica, stearalkonium bentonite, silica, flavor aroma, propylene carbonate, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, dicalcium phosphate, mentha piperita peppermint oil mentha piperita oil, tocopherol, calcium aluminum borosilicate, limonene, butylphenyl, methylpropional, tin oxide","Advanced Gel System Creates a glasslike finish that clings to the lips and prevents feathering,High Shine Oil Blend Allows the formula to glide on evenly and gives that balmy feeling,Emollient Blend Ensures even coverage, added shine, and comfort,, Polybutene, Isostearyl Isostearate, Hydrogenated Polyisobutene, Polyglyceryl2 Tetraisostearate, Hydrogenated Styrene/Methyl Styrene/Indene Copolymer, Synthetic Beeswax, Caprylic/Capric Triglyceride, Calcium Sodium Borosilicate, Mica, Stearalkonium Bentonite, Silica, Flavor (Aroma), Propylene Carbonate, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Dicalcium Phosphate, Mentha Piperita (Peppermint) Oil [Mentha Piperita Oil], Tocopherol, Calcium Aluminum Borosilicate, Limonene, Butylphenyl, Methylpropional, Tin Oxide",0,0,1,26.0
0,Monochrome Moment Precision Lip Crayon,PATRICK TA,0.014,51973,356,4.5506,Lip,Lip Liner,"cyclopentasiloxane, trimethylsiloxysilicate, mica, polyethylene, ceresin, isododecane, silica, polyglyceryl2 triisostearate, euphorbia cerifera candelilla wax, c1215 alkyl benzoate, 1, 2hexanediol, triethoxycaprylylsilane, caprylyl glycol, ethylhexylglycerin, may contain titanium dioxide ci 77891, iron oxides ci 77491, iron oxides ci 77492, iron oxides ci 77499, red 7 lake ci 15850, red 6 ci 15850, blue 1 lake ci 42090","Emollient Blend Enhances the creamy texture and glide, and evens coverage upon application,Lightweight, Flexible Film Formers Sets color in place for hours of weightless definition and wear,,Cyclopentasiloxane, Trimethylsiloxysilicate, Mica, Polyethylene, Ceresin, Isododecane, Silica, Polyglyceryl2 Triisostearate, Euphorbia Cerifera (Candelilla) Wax, C1215 Alkyl Benzoate, 1,2Hexanediol, Triethoxycaprylylsilane, Caprylyl Glycol, Ethylhexylglycerin, MAY CONTAIN Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Red 7 Lake (CI 15850), Red 6 (CI 15850), Blue 1 Lake (CI 42090)",0,0,1,26.0
0,Major Volume Plumping Lip Gloss,PATRICK TA,0.3,51752,1050,4.3752,Lip,Lip Gloss,"polybutene, diisostearyl malate, hydrogenated poly c614 olefin, capryliccapric triglyceride, hydrogenated polyisobutene, simmondsia chinensis jojoba seed oil, ethylenepropylenestyrene copolymer, helianthus annuus sunflower seed oil, persea gratissima avocado oil, punica granatum flower extract, glycine soja soybean oil, mentha piperita peppermint oil, zingiber officinale ginger root extract, cinnamomum zeylanicum bark oil, capsicum frutescens fruit extract, ascorbyl palmitate, tocopheryl acetate, tocopheryl nicotinate, vanillyl butyl ether, glycerin, octyldodecanol, dibutyl lauroyl glutamide, isostearic acid, menthyl ethylamido oxalate, dibutyl ethylhexanoyl glutamide, butylene ethylenestyrene copolymer, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, polyglyceryl3 diisostearate, hydroxymethoxyphenyl propylmethylmethoxybenzofuran, water, eau, caprylyl glycol, 1, 2hexanediol, phenoxyethanol, aroma flavor, benzyl benzoate, cinnamal, cinnamyl alcohol, eugenol, synthetic fluorphlogopite may containpeut contenir ci 45410 red 27 lake, ci 73360 red 30 lake, ci 42090 blue 1 lake, ci 77491ci 77492ci 77499 iron oxides, ci 77891 titanium dioxide","Vitamin E Enhances shine and adds moisture to the lips,Peppermint Stimulates bloodflow to the lips for a quick plumping effect,Jojoba Oil Smooths and restores hydration and moisture to the lips,,Polybutene, Hydrogenated Polydecene, Diisostearyl Malate, Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Tocopheryl Nicotinate, Menthyl Ethylamido Oxalate, Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Hydrogenated Styrene/Isoprene Copolymer, Octyldodecanol, ,Persea Gratissima (Avocado) Oil, Isostearic Acid, Dibutyl Lauroyl Glutamide, Alcohol, Hydroxymethoxyphenyl Propylmethylmethoxybenzofuran, Caprylyl Glycol, Vanillyl Butyl Ether, 1,2Hexanediol, Tocopheryl Acetate, Dibutyl Ethylhexanoyl Glutamide, Cinnamomum Zeylanicum Bark Oil, Zingiber Officinale (Ginger) Root Oil, Water (Aqua, Eau), Hydrogenated Styrene/Butadiene Copolymer, Capsicum Annuum Fruit Powder, Punica Granatum Flower Extract, Polyglyceryl3 Diisostearate, Glycine Soja (Soybean) Oil, Mentha Piperita (Peppermint) Oil, Pentaerythrityl Tetraditbutyl Hydroxyhydrocinnamate, Ascorbyl Palmitate, Tocopherol, Flavor (Aroma), Cinnamal, Cinnamyl Alcohol, Eugenol, MayContain (+/) Titanium Dioxide (CI 77891), Iron Oxide (CI 77491, CI 77492, CI 77499), Blue 1 Lake (CI 42090), Red 7 Lake (CI 15850), Red 30 Lake (CI 73360), Red 33 Lake (CI ,17200), Yellow 5 Lake (CI 19140)",0,0,1,26.0
0,Major Dimension II Rose Eyeshadow Palette,PATRICK TA,0.24,51278,807,4.4585,Eye,Eye Palettes,"loyal, unfaithful, ppg 3 benzyl ether myristate, pentaerythrityl tetraisostearate, phenyl trimethicone, polyethylene, nylon 12, polyisobutene, ethylhexyl stearate, triethoxycaprylylsilane, pentaerythrityl tetra di t butyl hydroxyhydrocinnamate may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77492 ci 77499, iron oxides, ci 77007, ultramarines, heartache, mica, synthetic fluorphlogopite, zinc stearate, octyldodecyl stearoyl stearate, calcium silicate, shea butter ethyl esters, isononyl isononanoate, hydroxybutyric acid hydroxypentanoic acid copolymer, nylon 12, caprylic capric triglyceride, butyrospermum parkii, shea butter, glyceryl triacetyl ricinoleate, triethoxycaprylylsilane, hydrogenated lecithin, trimyristin, phenoxyethanol, potassium sorbate may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77492 ci 77499, iron oxides, ci 16035, red 40 lake, ci 77007, ultramarines, passion synthetic fluorphlogopite, mica, zinc stearate, octyldodecyl stearoyl stearate, calcium silicate, shea butter ethyl esters, isononyl isononanoate, hydroxybutyric acid hydroxypentanoic acid copolymer, nylon 12, caprylic capric triglyceride, butyrospermum parkii, shea butter, glyceryl triacetyl ricinoleate, triethoxycaprylylsilane, hydrogenated lecithin, trimyristin, phenoxyethanol, potassium sorbate may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77492 ci 77499, iron oxides, ci 16035, red 40 lake, ci 77007, ultramarines, devotion amour synthetic fluorphlogopite, mica, octyldodecyl stearoyl stearate, calcium silicate, shea butter ethyl esters, nylon 12, caprylic capric triglyceride, butyrospermum parkii, shea butter, glyceryl triacetyl ricinoleate, zinc stearate, triethoxycaprylylsilane, polyethylene, phenoxyethanol, potassium sorbate may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77492 ci 77499, iron oxides, ci 16035, red 40 lake, ci 77007, ultramarines, crush mica, synthetic fluorphlogopite, octyldodecyl stearoyl stearate, calcium silicate, shea butter ethyl esters, nylon 12, caprylic capric triglyceride, butyrospermum parkii, shea butter, glyceryl triacetyl ricinoleate, zinc stearate, triethoxycaprylylsilane, hydrogenated lecithin, trimyristin, polyethylene, phenoxyethanol, potassium sorbate may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77492 ci 77499, iron oxides, ci 16035, red 40 lake, ci 77007, ultramarines, affair mica, synthetic fluorphlogopite, octyldodecyl stearoyl stearate, dimethicone, octyldodecanol, polyhydroxystearic acid, synthetic beeswax, cera microcristallina microcrystalline wax cire microcristalline, butyrospermum parkii, shea butter, silica, caprylic capric triglyceride, caprylyl glycol, polysilicone 11, phenoxyethanol, potassium sorbate may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77499, iron oxides, ci 16035, red 40 lake, ci 75470, carmine, ci 77400, copper powder, desire calcium sodium borosilicate, octyldodecyl stearoyl stearate, synthetic fluorphlogopite, silica, mica, dimethicone, octyldodecanol, polyhydroxystearic acid, calcium aluminum borosilicate, synthetic beeswax, cera microcristallina microcrystalline wax cire microcristalline, caprylic capric triglyceride, butyrospermum parkii, shea butter, caprylyl glycol, polysilicone 11, phenoxyethanol, potassium sorbate, tin oxide may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77499, iron oxides, ci 16035, red 40 lake, ci 75470, carmine, ci 77400, copper powder synthetic fluorphlogopite, calcium sodium borosilicate, calcium aluminum borosilicate, octyldodecyl stearoyl stearate, dimethicone, octyldodecanol, polyhydroxystearic acid, mica, synthetic beeswax, cera microcristallina microcrystalline wax cire microcristalline, caprylic capric triglyceride, silica, butyrospermum parkii, shea butter, caprylyl glycol, polysilicone 11, phenoxyethanol, potassium sorbate, tin oxide may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77499, iron oxides, ci 16035, red 40 lake, ci 75470, carmine, ci 77400, copper powder, romance mica, octyldodecyl stearoyl stearate, aluminum calcium sodium silicate, synthetic fluorphlogopite, dimethicone, octyldodecanol, polyhydroxystearic acid, calcium aluminum borosilicate, calcium sodium borosilicate, butyrospermum parkii, shea butter, synthetic beeswax, cera microcristallina microcrystalline wax cire microcristalline, caprylic capric triglyceride, polyethylene, silica, nylon 12, caprylyl glycol, phenoxyethanol, potassium sorbate, tin oxide may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77499, iron oxides, ci 16035, red 40 lake, ci 75470, carmine, ci 77400, copper powder, adore calcium aluminum borosilicate, synthetic fluorphlogopite, mica, octyldodecyl stearoyl stearate, polyhydroxystearic acid, zinc stearate, octyldodecanol, butyrospermum parkii, shea butter, synthetic beeswax, dimethicone, caprylic capric triglyceride, cera microcristallina microcrystalline wax cire microcristalline, polyethylene, nylon 12, caprylyl glycol, phenoxyethanol, potassium sorbate, tin oxide may contain peut contenir, ci 77891, titanium dioxide, ci 77491 ci 77499, iron oxides, ci 16035, red 40 lake, ci 75470, carmine, ci 77400, copper powder","Loyal, Unfaithful ,Ppg 3 Benzyl Ether Myristate, Pentaerythrityl Tetraisostearate, Phenyl Trimethicone, Polyethylene, Nylon 12, Polyisobutene, Ethylhexyl Stearate, Triethoxycaprylylsilane, Pentaerythrityl Tetra Di T Butyl Hydroxyhydrocinnamate May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77492 (Ci 77499, Iron Oxides, Ci 77007, Ultramarines ,,Heartache ,Mica, Synthetic Fluorphlogopite, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Calcium Silicate, Shea Butter Ethyl Esters, Isononyl Isononanoate, Hydroxybutyric Acid (Hydroxypentanoic Acid Copolymer, Nylon 12, Caprylic (Capric Triglyceride, Butyrospermum Parkii, Shea Butter, Glyceryl Triacetyl Ricinoleate, Triethoxycaprylylsilane, Hydrogenated Lecithin, Trimyristin, Phenoxyethanol, Potassium Sorbate May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77492 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 77007, Ultramarines ,,Passion Synthetic Fluorphlogopite, Mica, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Calcium Silicate, Shea Butter Ethyl Esters, Isononyl Isononanoate, Hydroxybutyric Acid (Hydroxypentanoic Acid Copolymer, Nylon 12, Caprylic (Capric Triglyceride, Butyrospermum Parkii, Shea Butter, Glyceryl Triacetyl Ricinoleate, Triethoxycaprylylsilane, Hydrogenated Lecithin, Trimyristin, Phenoxyethanol, Potassium Sorbate May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77492 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 77007, Ultramarines ,,Devotion Amour Synthetic Fluorphlogopite, Mica, Octyldodecyl Stearoyl Stearate, Calcium Silicate, Shea Butter Ethyl Esters, Nylon 12, Caprylic (Capric Triglyceride, Butyrospermum Parkii, Shea Butter, Glyceryl Triacetyl Ricinoleate, Zinc Stearate, Triethoxycaprylylsilane, Polyethylene, Phenoxyethanol, Potassium Sorbate May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77492 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 77007, Ultramarines ,,Crush Mica, Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Calcium Silicate, Shea Butter Ethyl Esters, Nylon 12, Caprylic (Capric Triglyceride, Butyrospermum Parkii, Shea Butter, Glyceryl Triacetyl Ricinoleate, Zinc Stearate, Triethoxycaprylylsilane, Hydrogenated Lecithin, Trimyristin, Polyethylene, Phenoxyethanol, Potassium Sorbate May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77492 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 77007, Ultramarines ,,Affair Mica, Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Dimethicone, Octyldodecanol, Polyhydroxystearic Acid, Synthetic Beeswax, Cera Microcristallina (Microcrystalline Wax (Cire Microcristalline, Butyrospermum Parkii, Shea Butter, Silica, Caprylic (Capric Triglyceride, Caprylyl Glycol, Polysilicone 11, Phenoxyethanol, Potassium Sorbate May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 75470, Carmine, Ci 77400, Copper Powder ,,Desire Calcium Sodium Borosilicate, Octyldodecyl Stearoyl Stearate, Synthetic Fluorphlogopite, Silica, Mica, Dimethicone, Octyldodecanol, Polyhydroxystearic Acid, Calcium Aluminum Borosilicate, Synthetic Beeswax, Cera Microcristallina (Microcrystalline Wax (Cire Microcristalline, Caprylic (Capric Triglyceride, Butyrospermum Parkii, Shea Butter, Caprylyl Glycol, Polysilicone 11, Phenoxyethanol, Potassium Sorbate, Tin Oxide May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 75470, Carmine, Ci 77400, Copper Powder Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Octyldodecyl Stearoyl Stearate, Dimethicone, Octyldodecanol, Polyhydroxystearic Acid, Mica, Synthetic Beeswax, Cera Microcristallina (Microcrystalline Wax (Cire Microcristalline, Caprylic (Capric Triglyceride, Silica, Butyrospermum Parkii, Shea Butter, Caprylyl Glycol, Polysilicone 11, Phenoxyethanol, Potassium Sorbate, Tin Oxide May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 75470, Carmine, Ci 77400, Copper Powder ,,Romance Mica, Octyldodecyl Stearoyl Stearate, Aluminum Calcium Sodium Silicate, Synthetic Fluorphlogopite, Dimethicone, Octyldodecanol, Polyhydroxystearic Acid, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Butyrospermum Parkii, Shea Butter, Synthetic Beeswax, Cera Microcristallina (Microcrystalline Wax (Cire Microcristalline, Caprylic (Capric Triglyceride, Polyethylene, Silica, Nylon 12, Caprylyl Glycol, Phenoxyethanol, Potassium Sorbate, Tin Oxide May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 75470, Carmine, Ci 77400, Copper Powder ,,˝Adore Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Mica, Octyldodecyl Stearoyl Stearate, Polyhydroxystearic Acid, Zinc Stearate, Octyldodecanol, Butyrospermum Parkii, Shea Butter, Synthetic Beeswax, Dimethicone, Caprylic (Capric Triglyceride, Cera Microcristallina (Microcrystalline Wax (Cire Microcristalline, Polyethylene, Nylon 12, Caprylyl Glycol, Phenoxyethanol, Potassium Sorbate, Tin Oxide May Contain (Peut Contenir, +  Ci 77891, Titanium Dioxide, Ci 77491 (Ci 77499, Iron Oxides, Ci 16035, Red 40 Lake, Ci 75470, Carmine, Ci 77400, Copper Powder",0,0,1,70.0
0,Major Brow Shaping Wax,PATRICK TA,0.17,44117,1609,4.2517,Eye,Eyebrow,"glycerin, water, eau, sodium stearate, sodium oleate, sorbitol, sodium laurate, sodium myristate, sodium chloride, stearic acid, lauric acid, pentasodium pentetate, tetrasodium etidronate, myristoyl pentapeptide17, cocos nucifera coconut oil, may contain titanium dioxide, iron oxides ci 77491, ci 77492, ci 77499","Growth Peptides Support healthy new growth,Glycerine and Olive Oil Condition, soften, and protect the brows and skin,,	Glycerin, Aqua (Water, Eau), Sodium Stearate, Sodium Oleate, Sorbitol, Sodium Laurate, Sodium Myristate, Sodium Chloride, Stearic Acid, Lauric Acid, Pentasodium Pentetate, Tetrasodium Etidronate, Myristoyl Pentapeptide17, Cocos Nucifera (Coconut) Oil, May Contain +/ Titanium Dioxide, Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",0,0,1,24.0
0,Silky Lip Crème,PATRICK TA,0.24,44041,443,4.3228,Lip,Liquid Lipstick,"polybutene, diisostearyl malate, dimethicone, trimethylsiloxyphenyl dimethicone, silica dimethyl silylate, bisdiglyceryl polyacyladipate2, isododecane, dimethiconevinyl dimethicone crosspolymer, trimethylsiloxysilicate, kaolin, aroma flavor, ethylhexyl palmitate, butylene glycol, caprylyl glycol, phenoxyethanol, sodium hyaluronate may contain ci 77891 titanium dioxide, ci 77491 77492 77499 iron oxides, ci 42090 blue 1 lake, ci 77163 bismuth oxychloride, ci 19140 yellow 5 lake, ci 77742 manganese violet, ci 15850 red 7 lake, red 6, red 7, ci 15985 yellow 6 lake, ci 45410 red 28 lake, ci 73360 red 30 lake","Polybutene, Diisostearyl Malate, Dimethicone, Trimethylsiloxyphenyl Dimethicone, Silica Dimethyl Silylate, BisDiglyceryl Polyacyladipate2, Isododecane, Dimethicone/Vinyl Dimethicone Crosspolymer, Trimethylsiloxysilicate, Kaolin,EthylHexyl Palmitate, Butylene Glycol, Caprylyl Glycol, Phenoxyethanol, Sodium Hyaluronate, Hexylene Glycol, Flavor (Aroma), May Contain (+/) Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)",0,0,1,26.0
0,Major Brow Lamination Gel,PATRICK TA,0.17,43177,1418,4.0127,Eye,Eyebrow,"alcohol, pvp, water, eau, vinyl caprolactamvpdimethylaminoethyl methacrylate copolymer, glycerin, isochrysis galbana extract, hydrolyzed quinoa, cocos nucifera coconut fruit extract, camellia sinensis leaf extract, myristoyl pentapeptidexad17, hydrolyzed glycosaminoglycans, pentylene glycol, propylene glycol, txadbutyl alcohol, phenoxyethanol, sodium benzoate, potassium sorbate","Alcohol, Pvp, Aqua ‑Water, Eau, Vinyl CaprolactamVpDimethylaminoethyl Methacrylate Copolymer, Glycerin, Isochrysis Galbana Extract, Hydrolyzed Quinoa, Cocos Nucifera ‑Coconut Fruit Extract, Camellia Sinensis Leaf Extract, Myristoyl Pentapeptide­17, Hydrolyzed Glycosaminoglycans, Pentylene Glycol, Propylene Glycol, T­butyl Alcohol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate",0,0,1,27.0
0,Major Dimension Precision Gel Eyeliner,PATRICK TA,0.007,33521,737,4.1004,Eye,Eyeliner,"isododecane, trimethylsiloxysilicate, dimethicone, synthetic wax, synthetic beeswax, tocopheryl acetate, phenoxyethanol, caprylyl glycol, ethylhexylglycerin, hexylene glycol may contain ci 77499 iron oxides, ci 16035 red 40, ci 42090 blue 1, ci77742 manganese violet","Isododecane, Trimethylsiloxysilicate, Dimethicone, Synthetic Wax, Synthetic Beeswax, Tocopheryl Acetate, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol May Contain Ci 77499 Iron Oxides, Ci 16035 Red 40, Ci 42090 Blue 1, Ci77742 Manganese Violet",0,0,0,27.0
0,Major Headlines Matte Suede Lipstick,PATRICK TA,0.14,30189,397,4.5416,Lip,Lipstick,"cetearyl ethylhexanoate, isononyl isononanoate, polyethylene, octyldodecanol, kaolin, silica, hydrogenated styrenemethyl styreneindene copolymer, synthetic wax, c3045 alkyl dimethicone, dimethiconevinyl dimethicone crosspolymer, dicalcium phosphate, cetyl dimethicone, dimethicone, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, mica, laureth4 may containpeut contenir ci 77891 titanium dioxide, ci 774917749277499 iron oxides, ci 42090 blue 1 lake, ci 19140 yellow 5 lake, ci 15850 red 6, ci 15850 red 7 lake, ci 45410 red 28 lake, ci 73360 red 30 lake","Cetearyl Ethylhexanoate, Isononyl Isononanoate, Polyethylene, Octyldodecanol, Kaolin, Silica, Hydrogenated Styrene/Methylstyrene/Indene Copolymer, Dicalcium Phosphate, Synthetic Wax, Dimethicone/Vinyl Dimethicone Crosspolymer, C3045 Alkyl Dimethicone, Cetyl Dimethicone, Dimethicone, Mica, Pentaerythrityl Tetraditbutyl Hydroxyhydrocinnamate, Laureth4, May Contain (+/) Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Blue 1 Lake (CI 42090), Red 7 Lake (CI 15850)",0,0,1,32.0
0,Major Headlines Precision Lip Crayon,PATRICK TA,0.014,24828,301,4.7674,Lip,Lip Liner,"cyclopentasiloxane, trimethylsiloxysilicate, polyethylene, ceresin, isododecane, polyglyceryl2 triisostearate, silica, mica, candelilla cera euphorbia cerifera candelilla wax, cire de candelilla, c1215 alkyl benzoate, 1, 2hexanediol, triethoxycaprylylsilane, caprylyl glycol, ethylhexylglycerin, ci 77491 iron oxides, ci 15850 red 7 lake, ci 45410 red 28 lake, ci 77891 titanium dioxide, ci 42090 blue 1 lake","Emollient Blend Enhances the creamy texture, glide, and even coverage upon application,Lightweight, Flexible Film Formers Set color in place for hours of weightless definition and wear,,Cyclopentasiloxane, Trimethylsiloxysilicate, Polyethylene, Ceresin, Isododecane, Polyglyceryl2 Triisostearate, Silica, Mica, Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax, Cire de Candelilla), C1215 Alkyl Benzoate, 1,2Hexanediol, Triethoxycaprylylsilane, Caprylyl Glycol, Ethylhexylglycerin, CI 77491 (Iron Oxides), CI 15850 (Red 7 Lake), CI 45410 (Red 28 Lake), CI 77891 (Titanium Dioxide), CI 42090 (Blue 1 Lake)",0,0,1,26.0
0,Major Glow Dewy Milk Mist,PATRICK TA,0.24,18063,185,4.3514,Face,Setting Spray & Powder,"water, glycerin, polysorbate 20, phenoxyethanol, potassium sorbate, propanediol, ethylhexylglycerin, allantoin, citric acid, saccharomyces xylinum black tea ferment, sodium hydroxide, hamamelis virginiana witch hazel extract, aloe barbadensis leaf extract, marrubium vulgare extract, camellia sinensis leaf extract, rosa canina seed oil, fragrance parfum may contain fdc red 40 ci 16035","Rosehip Seed Oil A skinnourishing moisturizer rich in fatty acids,Black Tea Ferment Smooths and evens the appearance of skin’s tone and texture,Witch Hazel Extract Calms, rebalances, and refreshes the look of skin,,Water/Aqua/Eau, Glycerin, Polysorbate 20, Phenoxyethanol, Potassium Sorbate, Propanediol, Ethylhexylglycerin, Allantoin, Citric Acid, Saccharomyces Xylinum Black Tea Ferment, Sodium Hydroxide, Hamamelis Virginiana (Witch Hazel Extract), Aloe Barbadensis Leaf Extract, Marrubium Vulgare Extract, Camellia Sinensis Leaf Extract, Rosa Canina Seed Oil,Fragrance (Parfum) May Contain +/ FD&C Red 40 (Ci 16035)",0,0,1,38.0
0,Major Glow Softening Lip Masque,PATRICK TA,0.24,18012,342,4.5205,Lip,Lip Balm & Treatment,"ethylpetrolatum, bisdiglyceryl polyacyladipate2, microcrystalline wax, octyldodecanol, octyldodecyl steroyl stearate, stearic acid, disteardimonium hectorite, polyglyceryl3 diisostearate, vanillin, methone glycerin acetal, mentha piperita peppermint oil, rosa canina fruit oil may contain mica ci 77019, iron oxides ci 77491, titanium dioxide ci 77891, carmine ci 75470","Emollient Ester Blend Provides longlasting moisture and shine <Br>Vegan Lanolin Seals in moisture and adds a superplump look to the lips,,Ethylpetrolatum, BisDiglyceryl Polyacyladipate2, Microcrystalline Wax, Octyldodecanol, Octyldodecyl Steroyl Stearate, Stearic Acid, Disteardimonium Hectorite, Polyglyceryl3 Diisostearate, Vanillin, Methone Glycerin Acetal, Mentha Piperita (Peppermint) Oil, Rosa Canina Fruit Oil May Contain +/ Mica (Ci 77019), Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891), Carmine (Ci 75470)",0,0,1,24.0
