product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price,Product ID,Brand Name,Image 11 URL,Image 5 URL,Image 15 URL,Number of Reviews,Rating,Image 12 URL,Image 9 URL,Image 4 URL,Image 7 URL,Image 18 URL,Image 17 URL,Ingredient Description,Image 8 URL,Image 13 URL,Image 14 URL,Full Product URL,Image 20 URL,Image 10 URL,List Price,Image 1 URL,Image 6 URL,Image 3 URL,Image 19 URL,Size,Product Name,Image 16 URL,Image 2 URL,is_clean
P443744,Rouge Essentiel Silky Cream Lipstick,5809,Laura Mercier,28260,4.2411,112.0,,Color,Rouge Ultime,classic red,"['Cetyl Dimethicone, Di-C12-13 Alkyl Tartrate, Octyldodecanol, C30-45 Alkyl Dimethicone, Polyethylene, Caprylic/Capric Triglyceride, Microcrystalline Wax/Cera Microcristallina, Talc, Stearalkonium Bentonite, Dicalcium Phosphate, Tocopheryl Acetate, Camellia Oleifera Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Padina Pavonica ThallusExtract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Caprylyl Methicone, Propylene Carbonate, Synthetic Fluorphlogopite, Mica, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Red 6 (Ci15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Yellow 5 Lake (Ci 19140), Zinc Oxide (Ci 77947).']",38.0,,,0,0,0,0,0,,Makeup,Lip,Lipstick,11,38.0,38.0,P443744,Laura Mercier,,,,121.0,4.2231,,,,,,,"-Mediterranean Sea Algea Extract: Moisturizes and smooths the look of lips.<br><br> Cetyl Dimethicone, Di-C12-13 Alkyl Tartrate, Octyldodecanol, C30-45 Alkyl Dimethicone, Polyethylene, Caprylic/Capric Triglyceride, Microcrystalline Wax/Cera Microcristallina, Mica, Stearalkonium Bentonite, Dicalcium Phosphate, Tocopheryl Acetate, Camellia Oleifera Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Padina Pavonica Thallus Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propylene Carbonate, Caprylyl Methicone, Synthetic Fluorphlogopite, Talc, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Zinc Oxide (Ci 77947).",,,,https://www.sephora.com/product/rouge-essentiel-silky-creme-lipstick-P443744?skuId=2216216,,,$42.00,/productimages/sku/s2216216-av-01-zoom.jpg,,,,,Rouge Essentiel Silky Cream Lipstick,,/productimages/sku/s2216216-av-07-zoom.jpg,0
P454942,Pure Canvas Primer - Hydrating,5809,Laura Mercier,26101,4.4964,1406.0,1.7 oz/ 50 mL,Size,1.7 oz/ 50 mL,,"['Water/Aqua/Eau, Glycerin, Butylene Glycol, Neopentyl Glycol Diheptanoate, Ethylhexyl Olivate, Isododecane, Peg-8/Smdi Copolymer, Squalane, Caprylyl Glycol, Polyurethane-35, Sorbeth-30 Tetraisostearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Dipropylene Glycol, Sorbitan Sesquiisostearate, Acrylates/Beheneth-25 Methacrylate Copolymer, Xanthan Gum, Ppg-8-Ceteth-20, Glyceryl Acrylate/Acrylic Acid Copolymer, Potassium Hydroxide, Methylpropanediol, Trisodium Edta, Sodium Citrate, Sodium Carrageenan, Citric Acid, Mica, Phenylpropanol, Sea Salt/Maris Sal/Sel Marin, Phenoxyethanol. May Contain/ Peut Contenir/(+/-): Iron Oxides (Ci 77491).']",47.0,,,0,0,0,0,0,"['Best for Dry, Combo, Normal Skin', 'Cream Formula', 'Natural Finish', 'Long-wearing', 'Hydrating', 'Without Sulfates SLS & SLES']",Makeup,Face,Face Primer,1,25.0,25.0,P454942,Laura Mercier,,/productimages/sku/s2748184-av-6-zoom.jpg,,41.0,3.6098,,/productimages/sku/s2748184-av-10-zoom.jpg,/productimages/sku/s2748184-av-5-zoom.jpg,/productimages/sku/s2748184-av-8-zoom.jpg,,,"<p>-Skin Perfecting Complex: Blend of rose extracts that work to moisturize, protect, and smooth skin.</p><p>-Minerals: Mineral-enriched water sourced from France known to decrease dullness.</p><p>-Glycerin: Attracts moisture to the skin for flawless makeup application.</p><p><br></p><p>Water (Aqua/Eau), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Pyrus Malus (Apple) Fruit Extract, Isododecane, Neopentyl Glycol Diheptanoate, Ppg-51/Smdi Copolymer, Rosa Centifolia Flower Extract, Rosa Multiflora Fruit Extract, Rhododendron Ferrugineum Extract, Sea Water (Maris Aqua/Eau De Mer), Phenoxyethanol, Polyurethane-35, Sorbeth-30 Tetraisostearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Ethylhexyl Olivate, Dipropylene Glycol, Linoleic Acid, Phospholipids, Phytosterols, Sorbitan Sesquiisostearate, Acrylates/Beheneth-25 Methacrylate Copolymer, Xanthan Gum, Ppg-8-Ceteth-20, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hydroxide, Squalane, Methylpropanediol, Tetrasodium Edta, Sodium Citrate, Citric Acid, Caprylyl Glycol, Mica, Phenylpropanol. +/- (May Contain/Peut Contenir) Iron Oxides (Ci 77491, 77492, 77499).</p>",/productimages/sku/s2748184-av-9-zoom.jpg,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-hydrating-hydratant-P454942?skuId=2748184,,,$46.00,/productimages/sku/s2748184-av-2-zoom.jpg,/productimages/sku/s2748184-av-7-zoom.jpg,/productimages/sku/s2748184-av-4-zoom.jpg,, 1.01 oz /  30 mL,Pure Canvas Primer - Hydrating,,/productimages/sku/s2748184-av-3-zoom.jpg,0
P475572,Translucent Loose Setting Powder Light Catcher,5809,Laura Mercier,21572,4.1326,739.0,1 oz/ 29 g,Color,Cosmic Rose,bronzed rose - for medium-deep to deep skin tones​,,43.0,,,0,0,0,1,0,"['Light Coverage', 'Loose Powder Formula', 'Radiant Finish', 'Long-wearing', 'Fragrance Free']",Makeup,Face,Setting Spray & Powder,2,43.0,43.0,P475572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P433850,Translucent Pressed Setting Powder,5809,Laura Mercier,17875,4.2237,76.0,0.3 oz/ 9 g,Color,Medium Deep,,"['Talc, Dimethicone, Aluminum Starch Octenylsuccinate, Zinc Stearate, Silica, Boron Nitride, Ethylhexylglycerin, Triethoxycaprylylsilane, Caprylyl Glycol. May Contain (+/-): Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499).']",42.0,,,0,0,0,1,0,"['allure 2018 Best of Beauty Award Winner', 'Pressed Powder Formula']",Makeup,Face,Setting Spray & Powder,1,42.0,42.0,P433850,Laura Mercier,,,,88.0,4.1818,,,,,,,"Talc, Dimethicone, Aluminum Starch Octenylsuccinate, Zinc Stearate, Silica, Boron Nitride, Ethylhexylglycerin, Triethoxycaprylylsilane, Caprylyl Glycol. May Contain (+/-): Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499).",,,,https://www.sephora.com/product/translucent-pressed-setting-powder-P433850?skuId=2107852,,,$47.00,/productimages/product/p433850-av-02-zoom.jpg,,/productimages/sku/s2107852-av-01-zoom.jpg,,0.3 oz/ 9 g,Translucent Pressed Setting Powder,,/productimages/product/p433850-av-01-zoom.jpg,0
P454941,Pure Canvas Primer - Blurring,5809,Laura Mercier,16113,4.1382,1701.0,1.7 oz/ 50 mL,Size,1.7 oz/ 50 mL,,"['Water/Aqua/Eau, Methyl Methacrylate Crosspolymer, Butylene Glycol, Glycerin, Propanediol, Triethylhexanoin, Isopropyl Myristate, Synthetic Wax, Phenoxyethanol, Squalane, Plankton Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Silica, Polyvinyl Alcohol, Bht, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 60, Potassium Hydroxide. May Contain/Peut Contenir/(+/-): Iron Oxides (Ci 77491), Iron Oxides (Ci 77492).']",47.0,,,0,0,0,0,0,"['Best for Oily, Combo, Normal Skin', 'Long-wearing', 'Without Sulfates SLS & SLES']",Makeup,Face,Face Primer,1,25.0,25.0,P454941,Laura Mercier,,/productimages/sku/s2748150-av-6-zoom.jpg,,27.0,4.1852,,/productimages/sku/s2748150-av-10-zoom.jpg,/productimages/sku/s2748150-av-5-zoom.jpg,/productimages/sku/s2748150-av-8-zoom.jpg,,,"-Skin-Perfecting Complex: Blend of rose extracts that work to moisturize, protect, and smooth skin.<br>-Silica Beads: Instantly blurs and smooths the appearance of imperfections.<br>-Red Clover Flower Extract: Controls oil while actively decrease appearance of pore size over time.<br><br>Water (Aqua/Eau), Methyl Methacrylate Crosspolymer, Butylene Glycol, Coco-Caprylate/Caprate, Propanediol, Glycerin, Isopropyl Myristate, Tribehenin, Silica, Squalane, Trifolium Pratense (Clover) Flower Extract, Rhododendron Ferrugineum Extract, Rosa Multiflora Fruit Extract, Sea Water (Maris Aqua/Eau De Mer), Tocopherol, Isopentyldiol, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Phytate, Polysorbate 60, Sodium Hydroxide, Sorbitan Isostearate.",/productimages/sku/s2748150-av-9-zoom.jpg,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-blurring-floutant-P454941?skuId=2748150,,,$46.00,/productimages/sku/s2748150-av-2-zoom.jpg,/productimages/sku/s2748150-av-7-zoom.jpg,/productimages/sku/s2748150-av-4-zoom.jpg,,1.01 oz / 30 mL,Pure Canvas Primer - Blurring,,/productimages/sku/s2748150-av-3-zoom.jpg,0
P453906,Mini Pure Canvas Primer - Hydrating,5809,Laura Mercier,15801,4.3521,71.0,0.8 oz/ 25 mL,Size,0.8 oz/ 25 mL,,"['Water/Aqua/Eau, Glycerin, Butylene Glycol, Neopentyl Glycol Diheptanoate, Ethylhexyl Olivate, Isododecane, Peg-8/Smdi Copolymer, Squalane, Caprylyl Glycol, Polyurethane-35, Sorbeth-30 Tetraisostearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Dipropylene Glycol, Sorbitan Sesquiisostearate, Acrylates/Beheneth-25 Methacrylate Copolymer, Xanthan Gum, Ppg-8-Ceteth-20, Glyceryl Acrylate/Acrylic Acid Copolymer, Potassium Hydroxide, Methylpropanediol, Trisodium Edta, Sodium Citrate, Sodium Carrageenan, Citric Acid, Mica, Phenylpropanol, Sea Salt/Maris Sal/Sel Marin, Phenoxyethanol. May Contain/ Peut Contenir/(+/-): Iron Oxides (Ci 77491).']",25.0,,,0,0,0,1,0,"['Best for Dry, Combo, Normal Skin', 'Cream Formula', 'Natural Finish', 'Long-wearing', 'Hydrating', 'Without Sulfates SLS & SLES']",Makeup,Face,Face Primer,0,,,P453906,Laura Mercier,,/productimages/sku/s2748143-av-6-zoom.jpg,,3.0,4.0,,/productimages/sku/s2748143-av-10-zoom.jpg,/productimages/sku/s2748143-av-5-zoom.jpg,/productimages/sku/s2748143-av-8-zoom.jpg,,,"-Skin Perfecting Complex: Blend of rose extracts that work to moisturize, protect, and smooth skin.<br>-Minerals: Mineral-enriched water sourced from France known to decrease dullness.<br>-Glycerin: Attracts moisture to the skin for flawless makeup application.<br><br>Water (Aqua/Eau), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Pyrus Malus (Apple) Fruit Extract, Isododecane, Neopentyl Glycol Diheptanoate, Ppg-51/Smdi Copolymer, Rosa Centifolia Flower Extract, Rosa Multiflora Fruit Extract, Rhododendron Ferrugineum Extract, Sea Water (Maris Aqua/Eau De Mer), Phenoxyethanol, Polyurethane-35, Sorbeth-30 Tetraisostearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Ethylhexyl Olivate, Dipropylene Glycol, Linoleic Acid, Phospholipids, Phytosterols, Sorbitan Sesquiisostearate, Acrylates/Beheneth-25 Methacrylate Copolymer, Xanthan Gum, Ppg-8-Ceteth-20, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hydroxide, Squalane, Methylpropanediol, Tetrasodium Edta, Sodium Citrate, Citric Acid, Caprylyl Glycol, Mica, Phenylpropanol. +/- (May Contain/Peut Contenir) Iron Oxides (Ci 77491, 77492, 77499).",/productimages/sku/s2748143-av-9-zoom.jpg,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-mini-hydrating-hydratant-P453906?skuId=2748143,,,$25.00,/productimages/sku/s2748143-av-2-zoom.jpg,/productimages/sku/s2748143-av-7-zoom.jpg,/productimages/sku/s2748143-av-4-zoom.jpg,,0.5 oz / 15 mL,Mini Pure Canvas Primer - Hydrating,,/productimages/sku/s2748143-av-3-zoom.jpg,0
P501504,Petal Soft Lipstick Crayon,5809,Laura Mercier,14803,4.3614,451.0,0.07 oz / 2 g,Color,302 Ella,warm mid tone nude,"['Caprylic/Capric Triglyceride, Trimethylolpropane Triisostearate, Polyethylene, Mica, Cetyl Ethylhexanoate, Pentaerythrityl Tetraisostearate, Silica, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, C20-40 Alcohols, Isododecane, Hydrogenated Polycyclopentadiene, Silica Dimethyl Silylate, Disteardimonium Hectorite, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Mangifera Indica (Mango) Seed Butter, Rubus Idaeus (Raspberry) Seed Oil, Tetrahexyldecyl Ascorbate, Propylene Carbonate, Cetyl Alcohol, Citric Acid. May Contain/Peut Contenir/(+/-):Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 (Ci 45410), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).']",32.0,,,0,0,0,0,0,"['Vitamin C', 'Hydrating', 'Without Mineral Oil', 'Matte Finish', 'Long-wearing', 'Fragrance Free']",Makeup,Lip,Lipstick,9,32.0,32.0,P501504,Laura Mercier,,/productimages/sku/s2306959-av-6-zoom.jpg,,465.0,4.3355,,,/productimages/sku/s2306959-av-5-zoom.jpg,/productimages/sku/s2306959-av-8-zoom.jpg,,,"-Raspberry Seed Oil: Creates a lipid barrier for moisture retention.<br>-Mango Butter: Moisturizes and helps reduce the look of fine lines and wrinkles.<br>-Plant-Derived Emollient: A blend of coconut and glycerin that&rsquo;s lightweight and moisturizing.<br><br>Caprylic/Capric Triglyceride, Trimethylolpropane Triisostearate, Polyethylene, Mica, Cetyl Ethylhexanoate, Pentaerythrityl Tetraisostearate, Silica, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, C20-40 Alcohols, Isododecane, Hydrogenated Polycyclopentadiene, Silica Dimethyl Silylate, Disteardimonium Hectorite, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Mangifera Indica (Mango) Seed Butter, Rubus Idaeus (Raspberry) Seed Oil, Tetrahexyldecyl Ascorbate, Propylene Carbonate, Cetyl Alcohol, Citric Acid. May Contain/Peut Contenir/(+/-):Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 (Ci 45410), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).",/productimages/sku/s2306959-av-9-zoom.jpg,,,https://www.sephora.com/product/petal-soft-lip-crayon-P501504?skuId=2306959,,,$35.00,/productimages/sku/s2306959-av-2-zoom.jpg,/productimages/sku/s2306959-av-7-zoom.jpg,/productimages/sku/s2306959-av-4-zoom.jpg,,0.07 oz / 2 g,Petal Soft Lipstick Crayon,,/productimages/sku/s2306959-av-3-zoom.jpg,0
P454943,Pure Canvas Primer - Illuminating,5809,Laura Mercier,11964,3.7105,38.0,1.7 oz/ 50 mL,Size,1.7 oz/ 50 mL,,"['Water/Aqua/Eau, Hydrogenated Didecene, Glycerin, Pvp, Peg-6 Stearate, Mica, Ricinus Communis (Castor) Seed Oil, Sorbitan Stearate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Hoya Lacunosa Flower Extract, Plankton Extract, Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer, Ceteth-20, 1,2-Hexanediol, Squalane, Boron Nitride, Caprylyl Glycol, Glyceryl Stearate, Steareth-20, Tocopheryl Acetate, Polysorbate 60, Tin Oxide, Ascorbyl Palmitate, Tropolone, Butylene Glycol, Phenoxyethanol. May Contain/Peut Contenir/(+/-): Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891).']",47.0,,,0,0,0,0,0,"['Cream Formula', 'Light Coverage', 'Radiant Finish', 'Long-wearing', 'Hydrating', 'Without Sulfates SLS & SLES']",Makeup,Face,Face Primer,1,25.0,25.0,P454943,Laura Mercier,,/productimages/sku/s2748176-av-6-zoom.jpg,,40.0,3.45,,/productimages/sku/s2748176-av-10-zoom.jpg,/productimages/sku/s2748176-av-5-zoom.jpg,/productimages/sku/s2748176-av-8-zoom.jpg,,,"<p>-Skin-Perfecting Complex: Blend of rose extracts that work to moisturize, protect, and smooth skin.</p><p>-Porcelain Flower: Promotes long-term radiance.</p><p>-Encapsulated Luminous Pearls: Provide light reflection on skin for natural radiance.</p><p><br></p><p>Water (Aqua/Eau), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Pyrus Malus (Apple) Fruit Extract, Isododecane, Neopentyl Glycol Diheptanoate, Ppg-51/Smdi Copolymer, Rosa Centifolia Flower Extract, Rosa Multiflora Fruit Extract, Rhododendron Ferrugineum Extract, Sea Water (Maris Aqua/Eau De Mer), Phenoxyethanol, Polyurethane-35, Sorbeth-30 Tetraisostearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Ethylhexyl Olivate, Dipropylene Glycol, Linoleic Acid, Phospholipids, Phytosterols, Sorbitan Sesquiisostearate, Acrylates/Beheneth-25 Methacrylate Copolymer, Xanthan Gum, Ppg-8-Ceteth-20, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hydroxide, Squalane, Methylpropanediol, Tetrasodium Edta, Sodium Citrate, Citric Acid, Caprylyl Glycol, Mica, Phenylpropanol. +/- (May Contain/Peut Contenir) Iron Oxides (Ci 77491, 77492, 77499).</p>",/productimages/sku/s2748176-av-9-zoom.jpg,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-illuminating-lumineux-P454943?skuId=2748176,,,$46.00,/productimages/sku/s2748176-av-2-zoom.jpg,/productimages/sku/s2748176-av-7-zoom.jpg,/productimages/sku/s2748176-av-4-zoom.jpg,, 1.01 oz /  30 mL,Pure Canvas Primer - Illuminating,,/productimages/sku/s2748176-av-3-zoom.jpg,0
P443743,Longwear Lip Liner,5809,Laura Mercier,11315,2.9143,35.0,,Color,Pink Peony,,"['C10-18 Triglycerides, Talc, Hydrogenated Vegetable Oil, Mica, Caprylic/Capric Triglyceride, Synthetic Japan Wax, Bht, Propylparaben, Methylparaben. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499), Manganese Violet (Ci 77742), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140).']",28.0,,,0,0,0,0,0,,Makeup,Lip,Lip Liner,7,28.0,28.0,P443743,Laura Mercier,,,,36.0,2.8056,,,,,,,"C10-18 Triglycerides, Talc, Hydrogenated Vegetable Oil, Mica, Caprylic/Capric Triglyceride, Synthetic Japan Wax, Bht, Propylparaben, Methylparaben. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499), Manganese Violet (Ci 77742), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140).",,,,https://www.sephora.com/product/longwear-lip-liner-P443743?skuId=2216554,,,$28.00,/productimages/sku/s2216554-av-07-zoom.jpg,,,,,Longwear Lip Liner,,,0
P454946,Mini Pure Canvas Primer - Blurring,5809,Laura Mercier,11259,3.0505,99.0,0.8 oz/ 25 mL,Size,0.8 oz/ 25 mL,,"['Water/Aqua/Eau, Methyl Methacrylate Crosspolymer, Butylene Glycol, Glycerin, Propanediol, Triethylhexanoin, Isopropyl Myristate, Synthetic Wax, Phenoxyethanol, Squalane, Plankton Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Silica, Polyvinyl Alcohol, Bht, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 60, Potassium Hydroxide. May Contain/Peut Contenir/(+/-): Iron Oxides (Ci 77491), Iron Oxides (Ci 77492).']",25.0,,,0,0,0,0,0,"['Best for Oily, Combo, Normal Skin', 'Long-wearing', 'Without Sulfates SLS & SLES']",Makeup,Face,Face Primer,0,,,P454946,Laura Mercier,,/productimages/sku/s2748168-av-6-zoom.jpg,,5.0,2.4,,/productimages/sku/s2748168-av-10-zoom.jpg,/productimages/sku/s2748168-av-5-zoom.jpg,/productimages/sku/s2748168-av-8-zoom.jpg,,,"<p>-Skin Perfecting Complex: Blend of rose extracts that work to moisturize, protect, and smooth skin.</p><p>-Silica Beads: Instantly blur and smooth imperfections.</p><p>-Red Clover Flower Extract: Controls oil while actively decrease appearance of pore size over time.</p><p><br></p><p>Water (Aqua/Eau), Methyl Methacrylate Crosspolymer, Butylene Glycol, Coco-Caprylate/Caprate, Propanediol, Glycerin, Isopropyl Myristate, Tribehenin, Silica, Squalane, Trifolium Pratense (Clover) Flower Extract, Rhododendron Ferrugineum Extract, Rosa Multiflora Fruit Extract, Sea Water (Maris Aqua/Eau De Mer), Tocopherol, Isopentyldiol, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Phytate, Polysorbate 60, Sodium Hydroxide, Sorbitan Isostearate.</p>",/productimages/sku/s2748168-av-9-zoom.jpg,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-mini-blurring-floutant-P454946?skuId=2748168,,,$25.00,/productimages/sku/s2748168-av-2-zoom.jpg,/productimages/sku/s2748168-av-7-zoom.jpg,/productimages/sku/s2748168-av-4-zoom.jpg,,  0.5 oz / 15 mL,Mini Pure Canvas Primer - Blurring,,/productimages/sku/s2748168-av-3-zoom.jpg,0
P479972,Tinted Moisturizer Light Revealer Natural Skin Illuminator Broad Spectrum SPF 25,5809,Laura Mercier,9644,4.2297,714.0,1.7 oz/ 50 mL,Color,6N1 Mocha,very deep neutral,"['Water, Butyloctyl Salicylate, Butylene Glycol, Octyldodecyl Neopentanoate, Dimethicone, Glyceryl Stearate, PEG-100 Stearate, Glycerin, Ascophyllum Nodosum Extract, Silica, Ethylhexylglycerin, Cetearyl Alcohol, CocoGlucoside, Citric Acid, Batyl Alcohol, BIS-PEG/PPG-14/14 Dimethicone, Acrylates/ C10-30 Alkyl Acrylate, Crosspolymer, Disodium EDTA, Potassium Hydroxide, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Xanthan Gum, Saccharide Isomerate, Sodium Citrate, Tin Oxide, Phenoxyethanol, Potassium Sorbate, Avobenzone (3.0%), Homosalate (5.0%), Octisalate (5.0%), Octocrylene (3.0%). May Contain: Iron Oxides, Mica, Titanium Dioxide.']",53.0,,,0,0,0,0,0,"['Light Coverage', 'Radiant Finish', 'Liquid Formula', 'Hydrating', 'Long-wearing']",Makeup,Face,Tinted Moisturizer,13,53.0,53.0,P479972,Laura Mercier,,/productimages/sku/s2551406-av-29-zoom.jpg,,741.0,4.2078,,,/productimages/sku/s2551406-av-28-zoom.jpg,/productimages/sku/s2551406-av-31-zoom.jpg,,,"-Luminescent Pearls: Add a hint of radiant color while reflecting light to brighten dull skin.<br>-French Algae: Helps visibly improve skin&rsquo;s natural radiance.<br>-Plant-Based Hydration: Promotes water retention by supporting skin&rsquo;s resilience and vitality.<br><br>Active Ingredients: Avobenzone (3.0%), Homosalate (5.0%), Octisalate (5.0%), <br>Octocrylene (3.0%), Inactive Ingredients: Water, Butyloctyl Salicylate, Butylene Glycol, Octyldodecyl Neopentanoate, Dimethicone, Glyceryl Stearate, PEG-100 Stearate, Glycerin, <br>Ascophyllum Nodosum Extract, Silica, Ethylhexylglycerin, Cetearyl Alcohol, CocoGlucoside, Citric Acid, Batyl Alcohol, BIS-PEG/PPG-14/14 Dimethicone, Acrylates/ C10-30 Alkyl Acrylate <br>Crosspolymer, Disodium EDTA, Potassium Hydroxide, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Xanthan Gum, Saccharide Isomerate, Sodium Citrate, Tin Oxide, Phenoxyethanol, Potassium Sorbate. May Contain: Iron Oxides, Mica, Titanium Dioxide.",,,,https://www.sephora.com/product/laura-mercier-tinted-moisturizer-light-revealer-spf-25-P479972?skuId=2551406,,,$54.00,/productimages/sku/s2551406-av-05-zoom.jpg,/productimages/sku/s2551406-av-30-zoom.jpg,/productimages/sku/s2551406-av-27-zoom.jpg,,1.7 oz/ 50 mL,Tinted Moisturizer Light Revealer Natural Skin Illuminator Broad Spectrum SPF 25,,/productimages/sku/s2551406-av-26-zoom.jpg,0
